"FilingID","Wrap Fee Program","Sponsor"
"928414","MANAGED WEALTH ADVANTAGE (MWA) PROGRAM","CETERA INVESTMENT ADVISERS LLC"
"928414","PREMIER PORTFOLIO MANAGEMENT","CETERA INVESTMENT ADVISERS LLC"
"928414","MUTUAL FUND/EXCHANGE TRADED FUND ADVISORY PROGRAM","CETERA INVESTMENT ADVISERS LLC"
"928414","NEXT GENERATION MANAGED ACCOUNT (XMA) PROGRAM","CETERA INVESTMENT ADVISERS LLC"
"928414","PRIME PORTFOLIO SERVICES","CETERA INVESTMENT ADVISERS LLC"
"928414","SMART SELECT","CETERA INVESTMENT ADVISERS LLC"
"928438","ISTHMUS PARTNERS, LLC WRAP FEE PROGRAM","ISTHMUS PARTNERS, LLC"
"928456","RFG ADVISORY GROUP'S WRAP FEE PROGRAM","RFG ADVISORY GROUP, LLC"
"923249","INTEGRATED CAPITAL MANAGEMENT, INC. WRAP FEE PROGRAM","INTEGRATED CAPITAL MANAGEMENT, INC."
"928484","RAYMOND JAMES ASSET MANAGEMENT MANAGER (OUTSIDE MANAGED PROGRAMS).","RAYMOND JAMES FINANCIAL SERVICES, INC."
"928484","THE SPECTRUM INVESTMENT PROGRAM","BB&T SECURITIES, LLC."
"928323","STRATEGIC ADVISOR","UBS FINANCIAL SERVICES INC."
"928323","PORTFOLIO MANAGEMENT PROGRAM","UBS FINANCIAL SERVICES INC."
"928323","STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES INC."
"928323","ACCESS","UBS FINANCIAL SERVICES INC."
"928323","MAC","UBS FINANCIAL SERVICES INC."
"928323","PRIVATE WEALTH SOLUTIONS","UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC."
"928323","PACE MULTI","UBS FINANCIAL SERVICES INC."
"928323","PACE SELECT","UBS FINANCIAL SERVICES INC."
"928323","CONSULTS PROGRAM","MANAGED ACCOUNTS ADVISORS LLC"
"928323","UNIFIED MANAGED ACCOUNT PROGRAM","MANAGED ACCOUNT ADVISORS LLC"
"928323","ENVESTNET THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"928323","MF/ETF","CETERA FINANCIAL GROUP, INC."
"928323","WEALTH ONE","ENVESTNET ASSET MANAGEMENT, INC."
"928323","MERRILL LYNCH CONSULTS","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928323","MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928323","ADHESION WEALTH ADVISOR SOLUTIONS","ADHESION WEALTH ADVISOR SOLUTIONS, INC."
"928550","UBS MANAGED PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES INC."
"928550","UBS STRATEGIC ADVISOR","UBS FINANCIAL SERVICES INC."
"928550","UBS STRATEGIC WEALTH PORTFOLIOS","UBS FINANCIAL SERVICES INC."
"928550","PERSONALIZED ASSET CONSULTING EVALUATION (PACE)","UBS FINANCIAL SERVICES INC."
"928550","PORTFOLIO MANAGEMENT PROGRAM","UBS FINANCIAL SERVICES INC."
"928550","UBS INSTITUTIONAL CONSULTING PROGRAM","UBS FINANCIAL SERVICES INC."
"891857","DA DAVIDSON SEPARATE ACCOUNT MANAGEMENT PROGRAM","D.A. DAVIDSON AND COMPANY"
"891857","MORGAN STANLEY CONSULTANT EVALUATION SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"891857","LPL MASTER SELECTS ACCOUNTS","LINSCO PRIVATE LEDGER"
"891857","HIGHTOWER ADVISOR DIRECTED PROGRAM","HIGHTOWER ADVISORS, LLC"
"891857","MORGAN STANLEY FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"891857","OPPENHEIMER STAR PROGRAM","OPPENHEIMER AND CO., INC."
"891857","FIDELITY INVESTMENTS SEPARATE ACCOUNT NETWORK","FIDELITY BROKERAGE SVCS./NATIONAL FINANCIAL SVCS."
"891857","NATIONAL ASSET MANAGEMENT ALLIANCE","NATIONAL ASSET MANAGEMENT"
"891857","STIFEL HORIZON PROGRAM","STIFEL NICOLAUS AND COMPANY, INC."
"891857","SUNTRUST AMC ADVANTAGE PROGRAM","SUNTRUST INVESTMENT SERVICES, INC."
"891857","TD AMERITRADE SEPARATE ACCOUNTS EXCHANGE","TD AMERITRADE"
"891857","DA DAVIDSON MANAGED ACCOUNT CONSULTING PROGRAM","DA DAVIDSON"
"891857","BAIRD ADVISORY CHOICE PROGRAM CLIENT SELECTED MANAGERS PROGRAM","ROBERT W. BAIRD AND COMPANY"
"891857","MANAGED ACCOUNT COMMAND PLATFORM","BENJAMIN F. EDWARDS AND CO."
"891857","LOCKWOOD MANAGED ACCOUNT UTILITY PROGRAM","LOCKWOOD ADVISORS"
"891857","LPL MANAGER ACCESS","LINSCO PRIVATE LEDGER"
"891857","BOKCO3-CUSTOMIZED PORTFOLIO SOLUTIONS-SMA","BANK OF OKLAHOMA/BOSC"
"891857","MANAGED ACCOUNT UTILITY PLATFORM","COMPASS FINANCIAL ADVISORS"
"891857","MANAGED ACCOUNT UTILITY PLATFORM","AMERICAN PORTFOLIOS FINANCIAL SERVICES, INC."
"891857","MANAGED ACCOUNT UTILITY PLATFORM","CAPITAL GUARDIAN, LLC"
"891857","MORGAN STANLEY CONSULTING GROUP INVESTMENT MANAGEMENT SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
"891857","WELLS FARGO PRIVATE ADVISOR NETWORK","WELLS FARGO"
"891857","UBS FINANCIAL MANAGED ACCOUNTS CONSULTING PROGRAM","UBS FINANCIAL, INC."
"891857","HAYS ADVISORY WRAP PROGRAM","SPONSORED BY THE REGISTRANT"
"891857","STIFEL OPPORTUNITY MANAGED ASSETS PROGRAM","STIFEL, NICOLAUS AND COMPANY, INC."
"891857","RAYMOND JAMES CONSULTING SERVICES OSM PROGRAM","RAYMOND JAMES CONSULTING SERVICES, INC."
"891857","RBC DAIN RAUSCHER MANAGED ACCOUNTS PROGRAM","RBC DAIN RAUSCHER, INC."
"891857","MERRILL LYNCH MANAGED ACCOUNTS SERVICES PROGRAM","MERRILL LYNCH"
"928255","LIFEGUIDE PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"928255","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"928618","RPG WRAP FEE PROGRAM","RPG FAMILY WEALTH ADVISORY, LLC"
"928623","RPG WRAP FEE PROGRAM","RPG FAMILY WEALTH ADVISORY, LLC"
"928628","MF/ETF ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC, CETERA ADVISORS LLC, CETERA INVESTMENT ADVISERS LLC"
"928640","PERSONAL WEALTH PORTFOLIOS","LPL FINANCIAL"
"928640","OPTIMUM MARKET PORTFOLIOS","LPL FINANCIAL"
"928640","MODEL WEALTH PORTFOLIOS","LPL FINANCIAL"
"906955","AMBASSADOR INVESTMENT ACCOUNT","RAYMOND JAMES & ASSOCIATES, INC."
"906955","FREEDOM ACCOUNT PROGRAM","RAYMOND JAMES & ASSOCIATES, INC."
"906955","RAYMOND JAMES CONSULTING SERVICES PROGRAM (""RJCS"")","RAYMOND JAMES & ASSOCIATES, INC."
"906955","EAGLE HIGH NET WORTH PROGRAM","RAYMOND JAMES & ASSOCIATES, INC."
"906955","OUTSIDE MONEY MANAGER PROGRAM (""OSM"")","RAYMOND JAMES & ASSOCIATES, INC."
"906955","RUSSELL MODEL STRATEGIES","RAYMOND JAMES & ASSOCIATES, INC."
"906955","FREEDOM UNIFIED MANAGED ACCOUNT PROGRAM (""UMA"")","RAYMOND JAMES & ASSOCIATES, INC."
"906955","RAYMOND JAMES MULTIPLE DISCIPLINE ACCOUNT (""MDA"")","RAYMOND JAMES & ASSOCIATES, INC."
"928650","401(K) SELECT","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","PRIVATE CLIENT SERVICES","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","BSAN MANAGED ACCOUNT PROGRAM","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","FUND ALLOCATOR","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","ONE ACCOUNT SELECT","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","SELECT","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","GREENBOOK SELECT","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","ALLOCATION SERIES","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","MANAGER SERIES","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","ELITE ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES, INC."
"928650","US EQUITY SELECT","HORIZON WEALTH GROUP, LLC., FIRST ALLIED ADVISORY SERVICES, INC."
"928613","PORTFOLIO ONE","FIRST ALLIED ADVISORY SERVICES"
"928613","PRIME ASSET MANAGEMENT II","FIRST ALLIED ADVISORY SERVICES"
"928613","ELITE ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES"
"928613","FIRST ALLIED ADVISOR SELECT","FIRST ALLIED ADVISORY SERVICES"
"928613","SEI INVESTMENT MANAGEMENT CORP.","FIRST ALLIED ADVISORY SERVICES"
"928613","FTJ FUND CHOICE","FIRST ALLIED ADVISORY SERVICES"
"928613","PRIME ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES"
"928652","ADVISOR MANAGED PORTFOLIO","ROYAL ALLIANCE ASSOCIATES, INC."
"928652","WEALTH MANAGEMENT PLATFORM","ROYAL ALLIANCE ASSOCIATES, INC."
"928668","A-MAP ADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"928668","TSIM ADVISORY WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"928668","FUND SELECT WRAP PROGRAM","INVESTORS CAPITAL ADVISORY"
"928668","S-MAP ADVISORY PROGRAM","INVESTORS CAPITAL ADVISORY"
"928688","INDIVIDUAL INVESTMENT CONSULTING WRAP FEE ADVISORY PROGRAM","HEROLD ADVISORS, INC."
"928700","GRAND CENTRAL INVESTMENT GROUP WRAP PROGRAM","GRAND CENTRAL INVESTMENT GROUP"
"928722","GRAND CENTRAL INVESTMENT GROUP WRAP PROGRAM","GRAND CENTRAL INVESTMENT GROUP"
"928754","HAWKINS WEALTH MANAGEMENT WRAP FEE PROGRAM","TRH FINANCIAL LLC"
"915211","MANAGED OPPORTUNITIES","SECURITIES AMERICA ADVISORS, INC."
"915211","KCOE WEALTH MANAGEMENT PROGRAM","ASSETMARK INC."
"915211","FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
"928420","WEST END WRAP PROGRAM","WEST END WEALTH MANAGEMENT, LLC"
"928807","MANAGED ASSETS PROGRAM","STIFEL, NICOLAUS"
"928807","INVESTMENT MANAGEMENT SERVICES","MORGAN STANLEY SMITH BARNEY"
"928807","ACCESS","MORGAN STANLEY SMITH BARNEY"
"928807","UNLIMITED ASSET ACCOUNT","MERRILL LYNCH"
"928807","ADVANTAGE","FIRST HEARTLAND SECURITIES"
"928807","PRIVATE ADVISOR SERVICE","WELLS FARGO ADVISORS"
"927522","JANNEY MONTGOMERY SCOTT","JANNEY MONTGOMERY SCOTT"
"927522","UBS FINANCIAL SERVICES INC.","UBS FINANCIAL SERVICES INC."
"927522","ENVESTNET ASSET MANAGEMENT","ENVESTNET ASSET MANAGEMENT"
"927522","PMAP-PROFESSIONAL MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"927522","SMAP-SELECT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"928826","MERRILL LYNCH PERSONAL INVESTMENT ADVISORY(R)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"928826","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928826","MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928826","MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"928810","PRIVATE ADVISOR GROUP WRAP PROGRAM","PRIVATE ADVISOR GROUP, LLC"
"928841","MAP & IMAP PROGRAMS/UMA","SEI INVESTMENTS, LLC"
"928841","THE INTEGRATED APPROACH","PRUDENTIAL INVESTMENTS"
"928841","STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","JP MORGAN"
"928841","WRAP FEE/ SEPARATE ACCOUNT MANAGEMENT PROGRAM","CONCORD WEALTH MANAGEMENT"
"928841","UMA PROGRAM","FORTIGENT, LLC"
"928841","BRINKER SEPARATELY MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL INC."
"928841","THIRD PARTY MODELS PROGRAM & SMA","ENVESTNET ASSET MANAGEMENT, INC."
"928841","ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD JONES & CO. LP"
"928841","UMA MODEL PORTFOLIO","FULTON BANK, NA"
"928841","UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS INC."
"928841","U.S. BANK NATIONAL ASSOCIATION","MODEL PORTFOLIO"
"928841","FIFTH THIRD BANK UMA PLATFORM","FIFTH THIRD BANK"
"928841","UMA PROGRAM","FIRST REPUBLIC INVESTMENT MANAGEMENT, INC."
"928841","MANAGER SELECT/MANAGER ACCESS SELECT","LPL FINANCIAL, LLC"
"928841","SMA PROGRAM","WELLS FARGO BANK, NA"
"928760","BIFS WRAP PROGRAM","BROKERS INTERNATIONAL FINANCIAL SERVICES, LLC"
"928760","RETIREMENT ALLY","BROKERS INTERNATIONAL FINANCIAL SERVICES, LLC"
"926321","MAC PROGRAM","UBS FINANCIAL SERVICES"
"926321","WELLS FARGO PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
"926321","JMS MANAGED ACCOUNT","JANNEY MONTGOMERY SCOTT"
"926321","MORGAN STANLEY SMITH BARNEY CES","MORGAN STANLEY SMITH BARNEY"
"926321","DEUTSCHE BANK ADVISER SELECT PROGRAM","DEUTSCHE BANK ALEX BROWN"
"926321","MORGAN STANLEY SMITH BARNEY FS","MORGAN STANLEY SMITH BARNEY"
"926321","UBS ACCESS","UBS FINANCIAL SERVICES"
"926321","UBS SWP","UBS FINANCIAL SERVICES"
"926321","MANAGER SELECTION PROGRAM","CITI PRIVATE BANK"
"928883","FUSION INVESTMENT ADVISORS WRAP FEE PROGRAM","FUSION INVESTMENT ADVISORS, LLC"
"928888","PRECISION CAPITAL MANAGEMENT WRAP FEE PROGRAM","PRECISION CAPITAL MANAGEMENT"
"921203","PORTFOLIO MANAGEMENT ACCOUNT","CAPTRUST FINANCIAL ADVISORS"
"921203","SMA (SEPARATELY MANAGED ACCOUNT)","CAPTRUST FINANCIAL ADVISORS"
"929073","RAYMOND JAMES PREFERRED MANAGER","RAYMOND JAMES"
"929073","STEPHENS MANAGED ASSETS PROGRAM","STEPHENS, INC."
"929073","CITIGROUP UMA","CITIGROUP"
"929113","CFS ADVISORY PROGRAMS","COMMONWEALTH FINANCIAL SERVICES, LLC"
"929118","DWAM SELECT ACCOUNT PROGRAM","DUNCAN WILLIAMS ASSET MANAGEMENT, LLC"
"929169","BETTERMENT","BETTERMENT"
"928202","MARYLAND FINANCIAL GROUP WRAP PROGRAM","MARYLAND FINANCIAL GROUP, INC."
"929211","MANAGED ACCOUNT SOLUTIONS","ENVESTNET"
"929211","ADVANTAGE I","SMITH HAYES ADVISERS INC."
"929211","ADVANTAGE II","SMITH HAYES ADVISERS INC."
"929218","MANAGED ACCOUNT SOLUTIONS","ENVESTNET"
"929218","ADVANTAGE I","SMITH HAYES ADVISERS INC."
"929218","ADVANTAGE II","SMITH HAYES ADVISERS INC."
"929247","PRIVATE WEALTH MANAGEMENT","CIM, LLC D/B/A CURRAN INVESTMENT MANAGEMENT"
"929009","WN MANAGED EQUITES","WEALTH NAVIGATION LLC"
"929009","WN DIVIDEND STRATEGY","WEALTH NAVIGATION LLC"
"929277","WELLS FARGO PRIVATE ADVISOR NETWORK","WELLS FARGO"
"929280","GLOBAL MANAGED ASSET PROGRAM (GMAP)","GFS ADVISORS, LLC"
"929331","F-SQUARED","WINSLOW, EVANS & CROCKER, INC."
"929331","WINSLOW SELECT ETF PROGRAM (""WSETF"")","WINSLOW, EVANS & CROCKER, INC."
"929331","MASTERS ACCOUNT PROGRAM III (MAP III)","WINSLOW, EVANS & CROCKER, INC."
"929331","KEYSTONE WRAP FEE PROGRAM (KEYSTONE)","WINSLOW, EVANS & CROCKER, INC."
"929355","LINCOLN CAPTITAL WRAP FEE PROGRAM","LINCOLN CAPITAL, LLC"
"928824","TROXELL WRAP FEE PROGRAM","LPL FINANCIAL"
"929364","GUGGENHEIM WEALTH MANAGEMENT","GUGGENHEIM INVESTMENT ADVISORS, LLC"
"910109","CORE WRAP FEE PROGRAM","CORE FINANCIAL PARTNERS INC."
"927911","MULTIPLE STRATEGY PORTFOLIO PROGRAM","ARGENTUS CAPITAL MANAGEMENT, LLC"
"918703","PERSONALIZED MANAGED ACCOUNT PROGRAM","ARGENTUS ADVISORS, LLC."
"929401","WRAP FEE PROGRAM","WELLS FARGO"
"929401","WRAP FEE PROGRAM","REGISTER FINANCIAL ASSOCIATES"
"929401","WRAP FEE PROGRAM","RAYMOND JAMES FINANCIAL SERVICES"
"929406","360 WEALTH MANAGEMENT WRAP FEE PROGRAM","360 WEALTH MANAGEMENT, LLC"
"929423","MANAGED OPPORTUNITIES","SECURITIES AMERICA"
"929423","GALAXY","AMERITAS INVESTMENT"
"929423","PARK AVENUE STRATEGIST SELECT PROGRAM","PARK AVENUE SECURITIES"
"929423","ILLUMINATORS PROGRAM","EQUITY SERVICES"
"929431","AIM WRAP FEE PROGRAM","ADVANTAGE INVESTMENT MANAGEMENT LLC"
"912729","HORIZON PROGRAM","STIFEL NICOLAUS"
"912729","INVESTMENT MANAGEMENT SOLUTIONS","MORGAN STANLEY SMITH BARNEY"
"912729","MAC","UBS FINANCIAL SERVICES"
"912729","MANAGED ACCOUNT PLATFORM","RBC WEALTH MANAGEMENT"
"912729","OUTSIDE MANAGER PROGRAM","RAYMOND JAMES & ASSOCIATES, INC"
"912729","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
"912729","PROACTIVE MONEY MANAGEMENT PROGRAM","WORLD EQUITY GROUP"
"912729","REACT","LEGACY CAPITAL GROUP"
"912729","RECOMMENDED MANAGERS","RW BAIRD"
"912729","MANAGER ACCESS SELECT","LPL FINANCIAL LLC"
"912729","PAS PLATFORM","LOCKWOOD ADVISORS, INC."
"912729","MANAGER SELECT","LPL FINANCIAL"
"928476","MARKET PACE & MARKET PACE II","INDEPENDENT ADVISERS GROUP (IAG)"
"928476","UNIFIED MANAGED ACCOUNT (UMA)","EAGLE STRATEGIES, LLC"
"928476","REPRESENTATIVE DIRECTED PROGRAM","EAGLE STRATEGIES, LLC"
"929439","OMEGA FINANCIAL GROUP'S WRAP FEE PROGRAM","OMEGA FINANCIAL GROUP, LLC"
"929444","MODEL PORTFOLIO WRAP PROGRAM","BRONFMAN E.L. ROTHSCHILD L.P."
"929449","MODEL PORTFOLIO WRAP PROGRAM","BRONFMAN E.L. ROTHSCHILD L.P."
"929469","RBC CONSULTING SOLUTIONS","RBC DAIN RAUSCHER"
"929469","STRATEGIES SEPERATE ACCOUNT PROGRAM","LOCKWOOD FINANCIAL SERVICES, INC."
"929469","ENVESTNET SUB-MANAGEMENT","ENVESTNET ASSET MANAGEMENT, INC."
"929469","LOCKWOOD MANAGED ACCOUNT UTILITY","FIELDPOINT PRIVATE BANK & TRUST"
"929469","FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS, INC."
"929469","ROBERT W. BAIRD PROGRAM","ROBERT W. BAIRD"
"929469","LOCKWOOD MANAGED ACCOUNT UTILITY","CSSU PREFERRED ADVISORS PROGRAM"
"929469","LOCKWOOD MANAGED ACCOUNT UTILITY","EQUITAS CAPITAL ADVISORS, LLC"
"929469","ADVISER SELECT & ADVISORY TRUST SERVICES","DEUTSCHE BANK SECURITIES, INC."
"929469","GLOBAL MANAGER STRATEGIES SEPERATE ACCOUNT PROGRAM","GOLDMAN SACHS"
"929469","JP MORGAN EDGE","JP MORGAN"
"929469","SENDERO WEALTH MANAGEMENT","SENDERO WEALTH MANAGEMENT, LLC"
"929472","SYMPHONY","FOLIO DYNAMICS"
"929472","MANAGED ACCOUNT COMMAND PLATFORM","LOCKWOOD ADVISORS INC"
"929486","PORTFOLIO MANAGEMENT ACCOUNT","CAPTRUST FINANCIAL ADVISORS"
"929486","SMA (SEPARATELY MANAGED ACCOUNT)","CAPTRUST FINANCIAL ADVISORS"
"929517","INDIVIDUAL INVESTMENT CONSULTING WRAP FEE ADVISORY PROGRAM","HEROLD ADVISORS, INC."
"929291","CUSTOM CHOICE","FIRST CLEARING LLC"
"929291","FUNDSOURCE","FIRST CLEARING LLC"
"929291","MASTERS PROGRAM","FIRST CLEARING LLC"
"929291","PRIVATE ADVISOR NETWORK","FIRST CLEARING LLC"
"929291","PRIVATE INVESTMENT MANAGEMENT","FIRST CLEARING LLC"
"929291","ASSET ADVISOR","FIRST CLEARING LLC"
"929291","COMPASS ADVISORY PROGRAM","FIRST CLEARING LLC"
"929532","INVESTMENT ADVISOR REPRESENTATIVE PROGRAM","BARCLAYS CAPITAL INC."
"929532","INVESTMENT PHILOSOPHY PORTFOLIO MULTIPLE ACCOUNTS PROGRAM","BARCLAYS CAPITAL INC."
"929532","PORTFOLIO MANAGEMENT PROGRAM (EQUITY, FIXED INCOME AND ETF TACTICAL ALLOCATION STRATEGIES)","BARCLAYS CAPITAL INC."
"929597","ETF TREND ALLOCATOR PROGRAM","REUTEMANN FINANCIAL SOLUTIONS, INC."
"922278","CURIAN CUSTOM STYLE PORTFOLIO SOLICITOR PROGRAM","CURIAN CAPITAL, LLC"
"927278","MANAGED ACCOUNTS PROGRAM","RBC DAIN RAUSCHER INC."
"927278","MANAGER SELECT PROGRAM","LPL FINANCIAL LLC"
"929614","FINANCIAL ADVISORS NETWORK WRAP FEE PROGRAM","FINANCIAL ADVISORS NETWORK"
"929619","MERRILL LYNCH PERSONAL INVESTMENT ADVISORY(R)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"929619","MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"929619","MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"929619","MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
"929633","BELL & BROWN WRAP PROGRAM","BELL & BROWN WEALTH ADVISORS, LLC"
"929653","LINSCO/PRIVATE LEDGER'S MANAGER SELECT","LINSCO/PRIVATE LEDGER"
"924451","FIDUCIARY SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"924451","INVESTMENT CONSULTING SERVICES PROGRAM","DB ALEX BROWN"
"924451","INVESTMENT MANAGER SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"924451","MANAGED UTILITY PROGRAM (MANAGED ACCOUNT COMMAND)","LOCKWOOD ADVISORS, INC."
"924451","PRUDENTIAL INVESTMENTS, LLC PROGRAM","PRUDENTIAL INVESTMENTS, LLC"
"924451","MANAGED ACCOUNT PROGRAM","COMMONWEALTH EQUITY SERVICES, INC. (D/B/A COMMONWEALTH FINANCIAL NETWORK)"
"924451","MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"924451","RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES CONSULTING SERVICES, A DIVISION OF RAYMOND JAMES & ASSOCIATES, INC."
"924451","AMERIPRISE PREMIER PORTFOLIO SERVICES","AMERIPRISE FINANCIAL"
"924451","ADVISORY SELECT PROGRAM","DB ALEX BROWN"
"924451","MANAGED ACCOUNT SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INC."
"924451","ENVESTNETPMC PORTFOLIO MANAGEMENT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"924451","CONCORD WRAP FEE PROGRAM","LINSCO/PRIVATE LEDGER"
"924451","MANAGED ACCOUNTS COUNSELING PROGRAM (REVIEWED)","UBS FINANCIAL SERVICES, INC"
"924451","MANAGER ACCESS PROGRAM","BARCLAYS CAPITAL INC."
"924451","CONSULTING & EVALUATION SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"924451","PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS"
"924451","WELLS FARGO MDP PROGRAM","WELLS FARGO BANK, NATIONAL ASSOCIATION"
"924451","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & COMPANY INC."
"924451","AMC PREMIER","SUNTRUST INVESTMENT SERVICES, INC."
"924451","ACCESS & SWP","UBS FINANCIAL SERVICES, INC."
"924451","LOCKWOOD ADVISORS MANAGED INVESTMENTS PROGRAM","LOCKWOOD ADVISORS, INC. (FORMERLY PNC MANAGED INVESTMENTS)"
"924451","STRATEGIC WEALTH PORTFOLIOS","UBS FINANCIAL SERVICES, INC."
"924451","PORTFOLIO MANAGER PROGRAM","J.P. MORGAN SECURITIES LLC"
"924451","PNC MANAGED ACCOUNT PROGRAM","PNC BANK, N.A."
"924451","MANAGER SELECT PROGRAM","AXA ADVISORS, LLC"
"924451","ENVESTNET ASSET MANAGEMENT, INC.","PRUDENTIAL INVESTMENTS, LLC"
"929618","MANAGED ACCOUNTS CONSULTING (MAC) WRAP PROGRAM","UBS FINANCIAL SERVICES, INC."
"929618","MDH MANAGED PORTFOLIO PROGRAM","MDH INVESTMENT MANAGEMENT, INC."
"928932","MANAGER SELECT PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"928932","CONSULTING & EVALUATION SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"928932","FIDUCIARY SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"928932","INVESTMENT MANAGER SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
"928932","PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS"
"928932","MANAGED ACCOUNTS COUNSELING PROGRAM (REVIEWED)","UBS FINANCIAL SERVICES, INC."
"928932","MANAGED ACCOUNT UTILITY PROGRAM (MANAGED ACCOUNT COMMAND)","LOCKWOOD ADVISORS, INC."
"928932","CONCORD WRAP FEE PROGRAM","LINSCO/PRIVATE LEDGER"
"928932","ACCESS","CHARLES SCHWAB & CO., INC."
"928932","MANAGED ACCOUNT SERVICE PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH"
"927981","VISION III","MORGAN STANLEY SMITH BARNEY"
"927981","PREFERRED ADVISORS","CREDIT SUISSE"
"927981","LOCKWOOD MANAGED ACCOUNTS COMMAND PLATFORM","LOCKWOOD ADVISORS (PERSHING)"
"927981","FDX ADVISORS","FOLIO DYNAMIX"
"927981","ENVESTNET PLACEMARK UMA MARKET PLACE","PLACEMARK"
"927981","MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC."
"927820","WELLS FARGO COMPASS ADVISORY","WELLS FARGO ADVISORS, LLC"
"927820","FUNDSOURCE","WELLS FARGO ADVISORS, LLC"
